,Age,Education Level,Race,Gender,householdSize,maritalStatus,Region,kidsInHH,employmentStatus,Hispanic,White,Black,nativeAmerican,asainIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,otherAsainEthnicity,Hawaiian,Guamanian,Samoan,otherPacificIslander,someOtherRace,politicalParty,Religion,Married,LGBTQ+,romanticPartner,partnersGender,sameGenderAsPartner,partnerHispanic,partnersRace,partnerChristian,partnersReligion,partnersAge,partnersEducationLevel,partnersPoliticalParty,livingWithPartner,ageMetPartner,ageRelationshipStarted,ageLivingTogether,ageMarried,relationshipLength,whoEarnsMore,sameHighSchool,sameCollege,sameHometown,parentsApprove,metAtWork,metAtSchool,metAtChurch,metViaInternetService,metOnVacation,metAtBar,metAtClubActivity,metAtParty,metOther,usedInternetSevice,familyIntroduced,friendsIntroduced,coworkersIntroduced,classmateIntroduced,neighborsIntroduced,selfIntroduced,otherIntroduced,qualityOfRelationship,metOnline,metAsCoworkers,metThroughFriends,metThroughFamily,metThroughSigOther,metThroughNeighbor,metCollege,metMilitary,metChurch,metVoluntaryOrg,metAsCustomer,metInternetDating,metNetworking,metGaming,metInternetChat,metInternetCommunity,metInternetOther,metInPublic,metBlindDate,metAtSinglesServiceNonInternet,metOnBusiness,metAsWorkNeighbors,typeOfInternetMeeting,sameSexCouple,ageDifference,metThroughFriends,metThroughFamily,metAsNeighbors,metThroughCoworkers,partnersRace,partnersRegion,stillMarriedToPartner,livingWithPartner,howDidMarriageEnd,stillInRelationship,livingTogether,howDidRelationshipEnd,relationshipStatus
2639,29,"some college, no degree","white, non-hispanic",female,4,married,midwest,2,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"yes, i am married",,,male,,no (not latino or hispanic),white,no,catholic,34.0,"some college, no degree",democrat,yes,15.0,17.0,18.0,20.0,,partner earned more,different high school,did not attend same college or university,yes,approve,no,no,no,no,no,no,yes,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,5.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,yes,yes,,,,,
2640,24,associate degree,"white, non-hispanic",male,4,never married,midwest,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,
2641,50,"some college, no degree","white, non-hispanic",male,1,divorced,northeast,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"other non-christian, please specify:","no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple","yes, mexican, mexican american, chicano",other (please specify),yes,catholic,24.0,hs graduate or ged,independent,no,49.0,49.0,,,7 months - 1 year,i earned more,different high school,,no,,no,no,no,yes,no,no,no,no,no,"yes, a social networking site (like facebook or myspace)",no,no,no,no,no,yes,no,excellent,met online,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,same-sex couple,26.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,,,,,,,,,
2642,89,masters degree,hispanic,male,2,married,northeast,0,working - as a paid employee,"yes, puerto rican",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,48.0,master's degree,no preference,yes,25.0,25.0,27.0,27.0,,i earned more,different high school,did not attend same college or university,yes,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,no,no,excellent,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,41.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,hispanic,northeast,,,,,,,
2643,44,bachelors degree,"black, non-hispanic",male,1,never married,midwest,0,working - as a paid employee,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple",no (not latino or hispanic),black or african american,no,none,38.0,hs graduate or ged,democrat,no,34.0,44.0,,,1-3 months,partner earned more,different high school,,yes,do not know,no,no,no,no,no,no,yes,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,6.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",midwest,,,,yes,no,,
2644,62,12th grade no diploma,"2+ races, non-hispanic",female,3,married,west,2,not working - disabled,"no, i am not",yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"yes, i am married",,,male,,no (not latino or hispanic),white,yes,other christian,63.0,"some college, no degree",republican,yes,19.0,20.0,20.0,21.0,,partner earned more,different high school,,no,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,no,yes,excellent,met offline,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"2+ races, non-hispanic",west,,,,,,,Married
2645,31,bachelors degree,hispanic,female,4,married,northeast,2,not working - other,"yes, caribbean",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,muslim,"yes, i am married",,,male,,no (not latino or hispanic),black or african american,no,muslim,36.0,master's degree,no preference,yes,18.0,18.0,20.0,20.0,,partner earned more,different high school,attended same college or university,no,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,yes,no,no,no,good,met offline,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,5.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,northeast,yes,yes,,,,,Married
2646,73,professional or doctorate degree,"white, non-hispanic",male,1,divorced,south,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",south,,,,,,,Divorced
2647,32,"some college, no degree","white, non-hispanic",male,2,married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,female,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",28.0,master's degree,republican,yes,17.0,17.0,24.0,24.0,,partner earned more,same high school,did not attend same college or university,yes,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,4.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",northeast,yes,yes,,,,,
2648,24,"some college, no degree","2+ races, non-hispanic",female,7,never married,west,0,working - as a paid employee,"no, i am not",yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,i have a romantic partner who is not yet a sexual partner,male,,no (not latino or hispanic),white,no,other christian,30.0,"some college, no degree",republican,no,22.0,22.0,,,"more than 1 year, less than 2 years",partner earned more,different high school,did not attend same college or university,yes,disapprove,no,no,yes,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,fair,met offline,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,6.0,meet through friends,met through family,did not meet through or as neighbors,0.0,"2+ races, non-hispanic",west,,,,yes,no,,Never married
2649,28,"some college, no degree","white, non-hispanic",male,1,married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,baptist - any denomination,25.0,associate degree,republican,yes,21.0,22.0,24.0,24.0,,i earned more,different high school,did not attend same college or university,yes,approve,no,no,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,
2650,39,"some college, no degree","white, non-hispanic",male,3,married,west,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,none,"yes, i am married",,,female,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,catholic,39.0,"some college, no degree",republican,yes,19.0,20.0,20.0,21.0,,i earned more,different high school,did not attend same college or university,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,no,no,good,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,,,yes,yes,,,,,Married
2651,40,"some college, no degree","black, non-hispanic",male,2,living with partner,south,0,working - as a paid employee,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,buddhist,42.0,"some college, no degree",democrat,yes,38.0,38.0,40.0,,"more than 2 years, less than 3 years",partner earned more,different high school,did not attend same college or university,no,disapprove,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,2.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",south,,,,yes,yes,,Living with partner
2652,46,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,4,married,south,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,none,46.0,"some college, no degree",democrat,yes,16.0,16.0,22.0,25.0,,i earned more,same high school,,yes,,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
2653,50,9th grade,"white, non-hispanic",male,2,living with partner,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",51.0,associate degree,independent,yes,10.0,42.0,42.0,,,i earned more,same high school,,yes,do not know,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,,,,yes,yes,,Living with partner
2654,41,associate degree,"white, non-hispanic",male,3,married,south,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,none,42.0,10th grade,republican,yes,19.0,19.0,20.0,21.0,,i earned more,different high school,,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,met through or as neighbors,1.0,"white, non-hispanic",south,yes,yes,,,,,Married
2655,47,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,2,married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,46.0,hs graduate or ged,no preference,yes,29.0,29.0,29.0,31.0,,we earned about the same amount,different high school,,yes,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,,,,,,,,,
2656,28,bachelors degree,"white, non-hispanic",female,2,married,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,male,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",33.0,master's degree,republican,yes,24.0,24.0,25.0,26.0,,i earned more,different high school,did not attend same college or university,no,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,yes,no,no,excellent,met offline,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,5.0,not met through friends,not met through family,met through or as neighbors,0.0,,,,,,,,,
2657,42,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,4,married,south,2,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,female,,no (not latino or hispanic),white,yes,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",34.0,hs graduate or ged,democrat,yes,30.0,30.0,30.0,31.0,,i earned more,different high school,,no,approve,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,different sex couple,8.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
2658,48,bachelors degree,hispanic,male,1,never married,south,0,working - as a paid employee,"yes, puerto rican",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hispanic,south,,,,,,,Never married
2659,42,high school graduate - high school diploma or the equivalent (ged),hispanic,female,4,separated,northeast,2,working - as a paid employee,"yes, cuban",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,19,"some college, no degree","white, non-hispanic",male,4,never married,midwest,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,catholic,"no, i am not married",,i have a romantic partner who is not yet a sexual partner,female,,no (not latino or hispanic),white,no,catholic,19.0,"some college, no degree",independent,no,18.0,19.0,,,4-6 months,we earned about the same amount,different high school,attended same college or university,no,do not know,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,,,,no,,we broke up,Never married
2661,69,masters degree,"white, non-hispanic",male,1,never married,midwest,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,Never married
